type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,1.1.1-2,-16.39013934240395,-71.52703564671411,8186228.41192996,230085.277506077,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.39010133283587,-71.5269640559066,8186232.71523367,230092.875973046,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.3901325826898,-71.52693912904226,8186229.2887493,230095.582977494,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.39006661035552,-71.52685663826196,8186236.70230128,230104.307770183,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.38994271547934,-71.52661822760952,8186250.73591479,230129.615803146,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.38983293097303,-71.52668393956449,8186262.80266819,230122.441856346,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.38969311777078,-71.52692142332803,8186277.96529493,230096.869306871,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.38978945789484,-71.52708304157912,8186267.08442641,230079.73003993,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.39002626163993,-71.52738373697451,8186240.46774941,230047.921354933,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.39029651046328,-71.52777704955773,8186210.02502055,230006.260925213,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.39060721911937,-71.52818708470879,8186175.08063163,229962.869288271,False, , ,0, , , , , , 
TRACK,1.1.1-2,-16.39085298759036,-71.52801875329219,8186148.09581832,229981.197738928,False, , ,0, , , , , , 
TRACK,1.1.1-3, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-3,-16.38991676319703,-71.52616223056157,8186254.21581025,230178.312220417,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38985944926394,-71.52552113062912,8186261.41383995,230246.747275161,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38983903052817,-71.52469190137732,8186264.77715649,230335.338445818,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38966048663141,-71.52436611761463,8186284.97679659,230369.908878084,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38901416917022,-71.5235722234201,8186357.5854702,230453.862124592,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38883879284142,-71.52372493127605,8186376.7983149,230437.300798236,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38961959779571,-71.52475073380255,8186288.99220244,230328.748798097,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38954301126803,-71.5250450728484,8186297.07965895,230297.187398288,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38954647927949,-71.5252634968772,8186296.4052404,230273.849276069,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.3896295883978,-71.52552699131394,8186286.85382393,230245.804226334,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38976591237746,-71.52595135644906,8186271.19697487,230200.640343443,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38986199669723,-71.52616221826834,8186260.27900044,230178.238052921,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38992912109506,-71.52649679564453,8186252.40252605,230142.574441571,False, , ,0, , , , , , 
TRACK,1.1.1-3,-16.38996408975408,-71.52650563001716,8186248.51940597,230141.67851814,False, , ,0, , , , , , 
TRACK,1.1.1-4, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-4,-16.38910881119849,-71.52416748507388,8186346.31651181,230390.376928693,False, , ,0, , , , , , 
TRACK,1.1.1-4,-16.38882344053505,-71.52376050895806,8186378.45067326,230433.477475864,False, , ,0, , , , , , 
TRACK,1.1.1-4,-16.38840344833783,-71.52408940719189,8186424.51058446,230397.749805435,False, , ,0, , , , , , 
TRACK,1.1.1-4,-16.38862080693305,-71.5243578476037,8186400.09010744,230369.360854538,False, , ,0, , , , , , 
TRACK,1.1.1-4,-16.38901835832273,-71.52485581013056,8186355.415367,230316.69114119,False, , ,0, , , , , , 
TRACK,1.1.1-4,-16.38939276981258,-71.52455437713992,8186314.36527542,230349.420935156,False, , ,0, , , , , , 
TRACK,1.1.1-5, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-5,-16.38989370917808,-71.52653041132874,8186256.27823417,230138.933135741,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38989070551266,-71.52639132323145,8186256.79583804,230153.793278249,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38984329775138,-71.52615880328742,8186262.35369546,230178.577238885,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38973905451613,-71.52594206845208,8186274.18275173,230201.59593485,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38965015477333,-71.52568426823798,8186284.36773352,230229.02443811,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38957305387541,-71.52541844437285,8186293.25710445,230257.326703843,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38951791115813,-71.52523980727693,8186299.59950736,230276.341617132,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38951296073076,-71.52506017710591,8186300.38645156,230295.531813856,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38955756391476,-71.52485362251883,8186295.72312802,230317.667672026,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38958151031355,-71.52475926611004,8186293.19750085,230327.784490478,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.3894684684748,-71.52458701881272,8186305.94132151,230346.036792231,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38901063762675,-71.52497220667982,8186356.11534717,230304.241215519,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38925192729598,-71.52548695216032,8186328.71774464,230249.562842439,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.3893772286191,-71.52579621979955,8186314.43433642,230216.684121451,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38943854039936,-71.52599510709493,8186307.38196769,230195.513571101,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.3896038923931,-71.52638539242909,8186288.55668123,230154.031772013,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38972362570152,-71.5264295045569,8186275.24236696,230149.48255813,False, , ,0, , , , , , 
TRACK,1.1.1-5,-16.38983705091491,-71.52656109042684,8186262.51002316,230135.576373266,False, , ,0, , , , , , 
TRACK,1.1.1-6, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-6,-16.3895133341617,-71.52638853198474,8186298.57816504,230153.571429076,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.3895569290268,-71.52637481202881,8186293.77005188,230155.097765304,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38945684981781,-71.52612496850021,8186305.18217988,230181.66054587,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38933243755715,-71.52582831948034,8186319.35043351,230213.191912726,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38925211561224,-71.52563227745733,8186328.50360358,230234.032210611,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38918746354753,-71.52546470684239,8186335.88407959,230251.851377644,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38914522079282,-71.52536224549267,8186340.69702498,230262.743208739,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38903689961571,-71.52511124758105,8186353.02300319,230289.418101545,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38898138119117,-71.52498240160801,8186359.34075426,230303.111382934,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38854056570572,-71.52534988839406,8186407.6545033,230263.230772445,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38896100084068,-71.52593448822891,8186360.33078155,230201.333818505,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38915453624293,-71.52621263624877,8186338.53454173,230171.874859756,False, , ,0, , , , , , 
TRACK,1.1.1-6,-16.38937227747235,-71.5265005139392,8186314.04549055,230141.409513953,False, , ,0, , , , , , 
TRACK,1.1.1-7, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-7,-16.38883978217535,-71.52477503887621,8186375.2928285,230325.077187563,False, , ,0, , , , , , 
TRACK,1.1.1-7,-16.38862232375515,-71.52450682837392,8186399.72412176,230353.441352643,False, , ,0, , , , , , 
TRACK,1.1.1-7,-16.38835648756566,-71.52412718655475,8186429.65936443,230393.647652208,False, , ,0, , , , , , 
TRACK,1.1.1-7,-16.38789602898908,-71.52451211165619,8186480.12475862,230351.87647338,False, , ,0, , , , , , 
TRACK,1.1.1-7,-16.38814614741196,-71.52482175297256,8186452.02262394,230319.129445803,False, , ,0, , , , , , 
TRACK,1.1.1-7,-16.38846708395204,-71.52528313260399,8186415.87840651,230270.263746276,False, , ,0, , , , , , 
TRACK,1.1.1-7,-16.38894316061146,-71.52492011682489,8186363.65495504,230309.715106178,False, , ,0, , , , , , 
TRACK,1.1.1-8, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-8,-16.388163393373,-71.52386961335348,8186451.37905959,230420.908695592,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.38783703933996,-71.52348495566946,8186488.02070388,230461.567914672,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.38734733507186,-71.52280603604547,8186543.13758362,230533.450420474,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.38691580965765,-71.52313708139124,8186590.47164308,230497.477438794,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.3870796576909,-71.52335039081858,8186572.04872101,230474.906386766,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.38740190464969,-71.52381813361322,8186535.7514022,230425.361947098,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.387839487213,-71.52443228193303,8186486.49058982,230360.3300512,False, , ,0, , , , , , 
TRACK,1.1.1-8,-16.38831082458812,-71.52404841609722,8186434.81938778,230402.002993146,False, , ,0, , , , , , 
TRACK,1.1.1-9, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-9,-16.38833683974031,-71.52329847816034,8186432.93593918,230482.184839526,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38809225875512,-71.52308135144985,8186460.30183642,230505.052564392,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38766713130478,-71.52254073625453,8186508.08560683,230562.243249268,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38740118588946,-71.52274305372727,8186537.25946849,230540.25549161,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38765673563454,-71.52308153830659,8186508.51804702,230504.43314643,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38797498932161,-71.52352664765728,8186472.69295008,230457.302178832,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38837286131466,-71.52398704258299,8186428.03291791,230408.647415512,False, , ,0, , , , , , 
TRACK,1.1.1-9,-16.38874235988071,-71.52372286672564,8186387.4770894,230437.388666436,False, , ,0, , , , , , 
TRACK,1.1.1-10, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-10,-16.3874905487204,-71.52234667298727,8186527.89270694,230582.739915113,False, , ,0, , , , , , 
TRACK,1.1.1-10,-16.387095961799,-71.52188112312031,8186572.19541892,230631.95066564,False, , ,0, , , , , , 
TRACK,1.1.1-10,-16.38637591996196,-71.52241037114439,8186651.20780353,230574.398790077,False, , ,0, , , , , , 
TRACK,1.1.1-10,-16.38659180804364,-71.52270564003192,8186626.91479532,230543.140124893,False, , ,0, , , , , , 
TRACK,1.1.1-10,-16.38684441083305,-71.52306398187336,8186598.47327627,230505.191387585,False, , ,0, , , , , , 
TRACK,1.1.1-10,-16.38762153919458,-71.52247797319691,8186513.21644618,230568.888031835,False, , ,0, , , , , , 
TRACK,1.1.1-11, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-11,-16.3884672742618,-71.52293230514165,8186418.98216418,230521.49733609,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38818437575585,-71.52248478437774,8186450.89618228,230568.934616091,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38795821450278,-71.52225521195842,8186476.23926543,230593.157880188,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38760430031735,-71.52204523491297,8186515.69971594,230615.111272715,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38723624274973,-71.52172743003553,8186556.86912156,230648.568931117,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38712325352503,-71.52183324104479,8186569.23755911,230637.105403204,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38737122635088,-71.52212392205631,8186541.39864871,230606.381267766,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38765645813999,-71.52245985310007,8186509.37466515,230570.872585407,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38784828720608,-71.52270607835236,8186487.8103282,230544.822357808,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38803245892667,-71.52295494313439,8186467.09018451,230518.479554247,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38824602212457,-71.52314944228218,8186443.18832872,230497.987323758,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38844743714275,-71.52335446659826,8186420.61737701,230476.353590831,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38878235229414,-71.52367215883139,8186383.11694864,230442.862879455,False, , ,0, , , , , , 
TRACK,1.1.1-11,-16.38888446101915,-71.52361263900814,8186371.89166184,230449.364339663,False, , ,0, , , , , , 
TRACK,1.1.1-12, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-12,-16.38813619813971,-71.52222932706036,8186456.56921356,230596.16910142,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38806123120668,-71.52200129373539,8186465.17161124,230620.435930443,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38794338343481,-71.52164901997023,8186478.68626659,230657.921396464,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38791364311232,-71.52148679820427,8186482.19420222,230675.217173428,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38758349415632,-71.52101122922096,8186519.37612264,230725.587324956,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38740808955551,-71.52087276241566,8186538.97883041,230740.144125005,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38691377736011,-71.52059993999694,8186594.0658365,230768.621131992,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38654321992102,-71.52032768353135,8186635.45125455,230797.20795128,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38611830208418,-71.51987830193627,8186683.08983204,230844.649732857,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38597742070733,-71.51996688189666,8186698.56914284,230834.989443228,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38609078606335,-71.52013972095644,8186685.78922521,230816.673752151,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38621183498412,-71.52030351850927,8186672.17064723,230799.334920503,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38637249265743,-71.52049064349448,8186654.13604324,230779.557537806,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38654866683085,-71.52060315597586,8186634.48262962,230767.775433505,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38671593707043,-71.52064205065747,8186615.91266638,230763.848709326,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38701440855661,-71.52075923292885,8186582.71361183,230751.735744216,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38726163963927,-71.52092313153385,8186555.12531068,230734.559758485,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38748338307645,-71.52109307275704,8186530.35068252,230716.702990338,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.3875445102179,-71.52121761353719,8186523.41800576,230703.47732516,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38764332177395,-71.52137964197269,8186512.26353572,230686.297177465,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38768115683504,-71.52151956512013,8186507.88905954,230671.39557258,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38768107749241,-71.52171587791345,8186507.6371649,230650.415431642,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38760070078824,-71.52198326031477,8186516.18052406,230621.729576618,False, , ,0, , , , , , 
TRACK,1.1.1-12,-16.38810043221002,-71.52229984186796,8186460.43517142,230588.583955107,False, , ,0, , , , , , 
TRACK,1.1.1-13, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-13,-16.38630707878501,-71.52048333617026,8186661.38765218,230780.248545678,False, , ,0, , , , , , 
TRACK,1.1.1-13,-16.38593497561153,-71.52000346739426,8186703.2196546,230831.021162813,False, , ,0, , , , , , 
TRACK,1.1.1-13,-16.38519334334863,-71.52062714152731,8186784.49744299,230763.348665989,False, , ,0, , , , , , 
TRACK,1.1.1-13,-16.38585416430767,-71.52084873230204,8186711.04443612,230740.575488922,False, , ,0, , , , , , 
TRACK,1.1.1-14, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-14,-16.38763321938945,-71.52167900867214,8186512.9844562,230654.289829648,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38764255596312,-71.52153320695999,8186512.14441661,230669.884567053,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38759333536904,-71.52136425490238,8186517.81791927,230687.872847631,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38746932838914,-71.52114242701747,8186531.84114258,230711.409146565,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38716494722452,-71.52091082036283,8186565.84638712,230735.742494642,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38694578106954,-71.5207742406333,8186590.29137995,230750.03749351,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38668824834909,-71.52069118706109,8186618.91284139,230758.559386711,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38636029407998,-71.52053031468093,8186655.43388539,230775.301064435,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38593909117592,-71.52087605572734,8186701.60598952,230737.772173014,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38632296341625,-71.52101720493781,8186658.92046548,230723.215237506,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38677483718827,-71.52120191701705,8186608.64869704,230704.09628793,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38704485739964,-71.52143582086012,8186578.44444067,230679.470161511,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38747660322646,-71.52182004187046,8186530.13602337,230639.002094392,False, , ,0, , , , , , 
TRACK,1.1.1-14,-16.38757917692003,-71.52190385353964,8186518.66886989,230630.186206963,False, , ,0, , , , , , 
TRACK,1.1.1-15, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-15,-16.3869197770095,-71.52148775513167,8186592.22303203,230673.747865407,False, , ,0, , , , , , 
TRACK,1.1.1-15,-16.38664770119737,-71.52123288541277,8186622.68270159,230700.611820107,False, , ,0, , , , , , 
TRACK,1.1.1-15,-16.38594842188243,-71.52181394400023,8186699.32785011,230637.551612651,False, , ,0, , , , , , 
TRACK,1.1.1-15,-16.38609971688494,-71.52202019468102,8186682.30421883,230615.71744457,False, , ,0, , , , , , 
TRACK,1.1.1-15,-16.38635316294808,-71.52235371911176,8186653.80245936,230580.421949791,False, , ,0, , , , , , 
TRACK,1.1.1-15,-16.38714914224746,-71.52172284030094,8186566.51804269,230648.939624729,False, , ,0, , , , , , 
TRACK,1.1.1-16, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-16,-16.38633068054341,-71.52110555839711,8186657.94882131,230713.783415899,False, , ,0, , , , , , 
TRACK,1.1.1-16,-16.38589452529379,-71.52096982272084,8186706.41537496,230727.689888366,False, , ,0, , , , , , 
TRACK,1.1.1-16,-16.38521525833205,-71.52070869429768,8186781.96301854,230754.663111363,False, , ,0, , , , , , 
TRACK,1.1.1-16,-16.38515621037139,-71.52074876963789,8186788.44697647,230750.299006578,False, , ,0, , , , , , 
TRACK,1.1.1-16,-16.38555757914219,-71.52126848335693,8186743.32193014,230695.308242447,False, , ,0, , , , , , 
TRACK,1.1.1-16,-16.38591392801003,-71.52176534763802,8186703.21116685,230642.697726606,False, , ,0, , , , , , 
TRACK,1.1.1-16,-16.38656613498296,-71.52122182163652,8186631.72751631,230701.682041277,False, , ,0, , , , , , 
TRACK,1.1.1-17, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-17,-16.38548667958098,-71.51983911486641,8186753.06815198,230847.969570586,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38534822658701,-71.51995823824062,8186768.23809788,230835.04837552,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38520751088021,-71.51976553426823,8186784.07227376,230855.449559343,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38497970642,-71.51946423324615,8186809.69199826,230887.337049062,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38462425720035,-71.51895524128861,8186849.71854774,230941.245559152,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.384142636134,-71.51934928902053,8186902.51568829,230898.471142452,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38421880384496,-71.51945176303369,8186893.94731032,230887.624180492,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38439315672625,-71.51968784197075,8186874.33170427,230862.633512968,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38461377279758,-71.51997036889446,8186849.53268331,230832.742484163,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.3848231761753,-71.52023648016822,8186825.99674031,230804.590480712,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38506852946977,-71.52056898295493,8186798.3926599,230769.392579727,False, , ,0, , , , , , 
TRACK,1.1.1-17,-16.38577881279428,-71.5200079267167,8186720.50237616,230830.329937186,False, , ,0, , , , , , 
TRACK,1.1.1-18, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-18,-16.38577869830574,-71.51963721272158,8186721.00691022,230869.948481893,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38557451917047,-71.51940002354267,8186743.92604284,230895.016621027,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38526829445923,-71.51901999362563,8186778.33196058,230935.210212459,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38499561725106,-71.51866234951346,8186808.99408943,230973.057604974,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38470041315319,-71.51891391301535,8186841.34221167,230945.767017184,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38488364936806,-71.51917863360228,8186820.70521603,230917.727597594,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38512122730563,-71.51950396304952,8186793.97165656,230883.285533144,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38584958621413,-71.51994497155782,8186712.75065107,230837.155318434,False, , ,0, , , , , , 
TRACK,1.1.1-18,-16.38595149861876,-71.51986812547301,8186701.56998791,230845.508035433,False, , ,0, , , , , , 
TRACK,1.1.1-19, , ,10000000,11015404.4991538, , , , , , , , , , 
TRACK,1.1.1-19,-16.3860420908077,-71.51948747225282,8186692.04563719,230886.313413924,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38598040206864,-71.51907819656827,8186699.41804888,230929.968418077,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38562144227269,-71.51809319608979,8186740.46435905,231034.743520287,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38537779434727,-71.51771772621616,8186767.93613564,231074.535880123,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38504190318117,-71.51715901668378,8186805.86282997,231133.784792638,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38488540471498,-71.51702148478952,8186823.3708632,231148.268193602,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38449044916958,-71.51671983829338,8186867.4956544,231179.963510526,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38425708119507,-71.51679787415809,8186893.22814292,231171.303338791,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38406047124783,-71.51694721048055,8186914.79671038,231155.073579944,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38417079502839,-71.5170879104098,8186902.39643992,231140.188137513,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38442488914982,-71.51741538677786,8186873.83195999,231105.538939133,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38476927237925,-71.51784600124151,8186835.13487977,231059.991266367,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38521670057802,-71.51844367536279,8186784.808164,230996.731364599,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38504400010219,-71.51861854620402,8186803.69576259,230977.805402722,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38529991222732,-71.51895813632369,8186774.91363183,230941.864439285,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38557779061354,-71.5193109530766,8186743.68201904,230904.540203718,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38570301671834,-71.51949210656603,8186729.57805013,230885.352163473,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38597670669587,-71.51986081968127,8186698.78891915,230846.323462254,False, , ,0, , , , , , 
TRACK,1.1.1-19,-16.38610033664401,-71.51976852080503,8186685.22442785,230856.357477016,False, , ,0, , , , , , 
TRACK,1.1.1-20, , ,10000000,11015404.4991538, , , , , , , , , , 
