id,gravity_model,bfca,sfca_2
0401010001,580.1668288551452,3.150274479182923,2.650414931751979
0401020001,1310.9254640447566,11.74260954075888,11.845454545454546
0401030001,646.6254034913505,3.2338446769931926,5.171248265085312
0401030004,0.4931973641525327,2.0000003200361522,2
0401030005,25.000000274901545,8.333332899809543,8.333333333333334
0401030007,1345.8350705357875,19.172118145270062,19.2
0401030008,3.7396727608536815e-10,1.516511459727894e-9,0
0401030009,5.009032744655234e-7,2.0312621037162297e-6,0
0401040001,625.5777190981141,4.92775549175285,3.664284476784477
0401040002,2022.020846755307,10.316386876279518,10.316326530612244
0401040003,1033.0339195006263,10.962977876954843,10.97872340425532
0401040005,544.5409030461649,4.49835705032187,4.4958677685950414
0401040006,1013.3675939330507,4.656693337956036,4.730769230769231
0401040007,282.21824557348003,3.5983434032933657,3.5982905982905984
0401040009,1179.4075100683642,8.414673651901788,8.242424242424242
0401050001,498.71515895085093,5.045915031707425,5.017391304347826
0401050002,232.97536213068184,5.054013788089604,5.049586776859504
0401050007,2295.981152544197,5.94999112701212,6.77050518139575
0401050008,1810.6749104680732,4.967781103305581,5.238492035798422
0401050009,2528.0123432149117,7.172707040665211,8.274523551085762
0401050014,0,0,0
0401060001,5223.203876242245,13.460136890501115,13.94665009783638
0401060008,3482.0326122000974,16.02068087076431,12.64443353713574
0401060009,839.4311419508688,19.971417976442567,19.976190476190474
0401060010,2728.1155363899834,14.401948927127314,15.203328618856007
0401060011,2264.799924228245,14.492461806878135,11.82732256379414
0401060012,3582.3800712063594,13.868240482207838,11.749335890113617
0401060013,2662.361349227273,13.250383290669127,7.875154660265571
0401060015,4377.382411841376,16.100913352781305,13.843035405460952
0401060016,3577.3007538845245,13.60918804276153,22.10526794479697
0401060017,0,0,0
0401060018,1319.4250076732194,5.587714553490957,5.018645605781495
0401060019,5254.514632055439,13.248841706407946,11.21243800291363
0401060021,2827.018811125088,7.048966228532771,11.593653699087485
0401060022,4093.840193173114,10.935994927795026,10.81482952141819
0401060026,5111.1778629126575,12.984165535243303,14.450207776773073
0401060027,5972.744549744017,15.268323889094988,14.265416164674427
0401060028,4843.376189661471,12.445877323774136,14.265416164674427
0401060029,4111.72895329534,15.642221949581652,12.367580172169653
0401060030,1325.1270950845048,14.747599553035645,14.727272727272727
0401060032,5193.67233970868,13.215629852890068,12.052132659402181
0401060033,3264.6017914535614,7.385504663350789,7.589927653047782
0401060034,1286.375756654238,18.517585200559285,18.536231884057973
0401060035,0,0,0
0401060036,4,0.12903225806451613,0.12903225806451613
0401060038,4012.6702569630625,10.71631760757968,10.81482952141819
0401060039,1414.163788094975,5.717920530241533,6.441142001074552
0401060040,3074.11786360369,7.000959561344987,7.589927653047782
0401060041,3620.6089875075127,12.76347716179211,14.797606603023398
0401060042,3747.8987911378817,10.90219316436836,11.72011435326445
0401060043,3426.7930075703366,7.910062199875655,9.207028024794994
0401060044,4617.756819736003,12.218533663564882,12.857929533658384
0401060045,3363.0648055982865,7.649467794649403,9.207028024794994
0401060046,1928.5573701324204,5.481885466234318,6.219400990046133
0401070001,446.25745155092375,4.681660746352847,3.079754601226994
0401070002,2834.72726377547,11.156742858204119,7.098403041157007
0401090001,393.5135498440603,2.509627440799925,1.8078534562110984
0401100001,3482.0326122000974,16.02068087076431,12.64443353713574
0401110001,2851.4425957617364,8.506810639470682,7.697929830819349
0401110003,1538.1686356400317,6.822473283512695,7.080282771995819
0401110004,866.4098927426531,5.86164821573463,7.9092135735802325
0401110006,2728.083283705108,8.629149936395315,7.697929830819349
0401110007,1628.5116080450273,9.57960980964791,6.087605798846917
0401110008,2252.0485475353307,8.766210097639176,9.016560910824852
0401110010,1558.0798878577261,11.87088661902341,12.013816508399318
0401110011,1288.5135111059428,6.16278338086474,8.7002331951417
0401110012,1466.7991386459173,12.170743633231135,7.33261985331382
0401110014,2847.82886722662,8.538248310219442,7.697929830819349
0401110015,1939.6898931610779,9.753126864246564,10.415253088042615
0401110016,2273.9355293086082,8.925234104850881,9.016560910824852
0401120001,92.19553536229819,1.1180524241006955,1.054054054054054
0401130001,416.97732769478733,9.978494749221376,9.978494623655914
0401130002,0.19126606670835314,0.11666666857248621,0.11666666666666667
0401130003,0.2129349163723971,0.28776201240966853,0
0401130004,5.0897406870137925,0.4687868751295781,0.38749999999999996
0401130005,4.743514524306517,0.9285738575933046,0.9285714285714286
0401130006,1.4405264828195379,0.25489829786956375,0.2549019607843137
0401130007,546.3112860736998,10.061671860472654,10.061728395061728
0401130008,0.34312631975569463,0.42348554479022466,0
0401130009,0.34312631975569463,0.42348554479022466,0
0401130010,0.34312631975569463,0.42348554479022466,0
0401130012,0.6081078868089976,0.2499996762754261,0.25
0401130014,5.089282362522023,0.46819592216719885,0.38749999999999996
0401150001,659.160635701199,12.778449152070346,11.641975308641975
0401150002,913.0451598188847,13.793743108083298,13.863157894736842
0401150004,2086.4645039091465,15.338086724199561,12.506303654648026
0401150007,581.694640020843,11.381677157594435,11.36
0401150011,2295.981152544197,5.94999112701212,6.77050518139575
0401150013,737.9856654251054,11.640331048405574,12.241545893719806
0401160001,1264.051153909657,5.895534136110156,6.345788081688047
0401160004,1125.2732420559546,5.502572311993316,7.0467118692169155
0401160005,761.3213549418147,5.429086910394466,4.613452742218358
0401160006,1308.8812370556623,5.766786621344125,7.0467118692169155
0401160007,1425.4252991114,6.0001300085770675,6.345788081688047
0401160009,1141.386505917515,5.1535995396364065,3.7625560495117982
0401160017,889.1154686787316,5.367868501235219,4.37895066618055
0401160019,981.8700917237672,5.596236005370729,6.715885397976229
0401170001,479.1733123685809,4.518374081672816,7.498539434128479
0401170006,401.94849871586814,5.516197989897242,5.5092592592592595
0401170008,667.2220251071109,5.697386143294134,4.416015162283819
0401220001,1288.397932149957,6.411359839749492,7.749517885690179
0401220003,1117.386758113542,5.915382000790928,5.20348667339299
0401220005,1148.6076220178406,5.92222676052319,11.151732043230929
0401220007,1755.9223472550523,7.0856377380446505,10.601249697125771
0401220010,825.3200547774245,7.895940918140808,8.397099331342782
0401220016,1950.0060735062061,9.945946543511871,9.35317463258315
0401220017,940.9275436834723,10.657694283596937,10.670454545454545
0401220021,921.1561594094694,5.741344463219193,4.136258217181892
0401220026,1664.4128724068287,11.170496515092838,5.884289902256988
0401220027,1165.748108617187,6.635391312228539,6.585213689785856
0401220029,1207.521374090842,7.7186738419455,11.953560833623934
0401220031,896.26655363889,11.096291138301392,4.846194348799841
0401220032,957.3937121343051,5.481668103238859,4.624894580818255
0401220034,1763.039023544434,7.136298612041446,10.601249697125771
0401230001,529.8758373794324,5.568446468224744,4.384111573431962
0401230003,879.662774995702,7.800035626179557,4.730769230769231
0401230006,546.6683804417075,5.323452540007304,5.2682926829268295
0401230011,591.2674149929494,5.4123388588252155,5.583333333333334
0401230018,543.2912268984892,5.735601152416198,5.583333333333334
0401230019,1285.2123723776801,8.550258440558752,8.242424242424242
0401230020,1290.3074329868,7.710252679567071,8.59071729957806
0401230021,537.0594887942627,4.940482935181596,4.1705150976909415
0401230022,1266.7738064441285,7.535337246757698,8.242424242424242
0401230023,1617.71109458958,9.343998869446821,8.59071729957806
0401240001,934.7743749576281,4.579997924501946,3.9217645220516424
0401240002,2.2963388218192143e-9,2.3877213110487225e-10,0
0401240003,616.5483056304146,10.745267245893826,10.757142857142858
0401240005,360.3746839815798,7.7400707242736475,5.038659793814433
0401240006,26.602095284496293,9.539981532786342,9.536082474226804
0401240008,800.5372760926107,10.620617738106521,10.797297297297296
0401240009,2834.72726377547,11.156742858204119,7.098403041157007
0401240011,165.34530532349828,4.2309269965371366,4.1705150976909415
0401240012,55.048497206074074,3.7817876506611694,3.778637770897833
0401240013,360.3746674149234,7.740069382583179,5.038659793814433
0401240014,934.8267237915131,4.580857010998661,3.9217645220516424
0401240015,1305.756828427034,7.929527527765709,7.726937269372693
0401240016,1045.576515205572,9.76469094749754,7.726937269372693
0401240018,55.048497206074074,3.7817876506611694,3.778637770897833
0401240019,55.048497206074074,3.7817876506611694,3.778637770897833
0401240020,360.3746748623631,7.740069986509,5.038659793814433
0401240021,3.6989544591240966,0.38461538457344585,0.38461538461538464
0401240023,360.3746673911355,7.740069382499666,5.038659793814433
0401240024,1267.4089180316444,8.452881511767158,8.242424242424242
0401240025,1332.5579248740655,11.682326023058057,11.725663716814159
0401240027,54.9843246629234,3.7805788890697185,3.778637770897833
0401240028,116.0539614192124,5.158577000542957,5.159090909090909
0401240029,1074.2202679626664,5.19321828081335,4.730769230769231
0401240030,656.6804650268805,9.369013682142294,4.730769230769231
0401240031,524.6974077830876,4.442966375334283,4.1705150976909415
0401240035,360.3748007795655,7.740080168439982,5.038659793814433
0401240037,0,0,0
0401240039,836.0304768136723,4.114127597381398,8.309585034872155
0401240042,637.4275933682176,8.790131429189989,5.464864537977745
